video_id,time,author,text
O8oRXBDcQZs,5 dni temu,@areksmor5208,Hołownia to ciągle myśli że jest w Mam Talent za kulisami.  Zauroczony sobą i nie szanujący nikogo
VxLAIVZZe8I,1 miesiąc temu,@filfil1344,Jakaś masakra ale to Republika i wszystko jasne
9evQ1IszSVY,3 tygodnie temu,@ALEXNOLE-b4v,SUPER  🎉 Dupiarz   de  France   6 🌈🌈🌈 kolorowy  wladca  Warszawy  =  uczen  Gieremka  =  stypendysta  Jurka  Sorosa  = kandydat  polskojezycznego  Tusska
2P4Bm_irS4s,2 tygodnie temu,@edwardros2503,"​ @barbaraszuda1396 riposta godna trzaskowskiego, taka błyskotliwa 😂😂😂"
2kcDXBHBFQ0,3 tygodnie temu,@NallooPL,Kto?
Z6oHTJw6EZ8,1 miesiąc temu,@Marzenka2930,"​ @adammoll9325 Oj tak! Jakubiak kolejny Polak pełną gębą ale przyklei się do każdego. 
Ostatnio zaczął popierać Mentzena...a Brauna wyśmiał bo ma marne szanse na wygraną....Pewnie pomyslił swoje nikłe szanse na wygraną."
Q3mCysi5iWQ,2 tygodnie temu,@kat-v3f3c,To samo❤
fmZDMUajWto,4 tygodnie temu,@Adam-is7qb,Sam Grzesiu wykrecil 2.4 melona na live a tu mamy 2.6 do podzialu na ilu tych kandydatow. Braun i tylko Braun
VUYpDca39E8,1 miesiąc temu,@RoseWhite-zj3pp,Braun demonstruje swój atak na prawice
Vx5_YGvyhgY,1 miesiąc temu (edytowany),@discovr5194," @jolkaw8703  Po pierwsze PIS też mu nie odpowiada po drugie Mentzen ma już zaplanowane spotkania na kilka dni przed i ludzie się specjalnie z pracy zwalniają by na nie przyjść. Po trzecie nie było też Pana Adriana Zandberg'a i innych kandydatów nie istnieje tylko Mentzen. Bo to wszystko było nie do końca pewne. A to że nie zrobił tego kiedy PIS rządziło, bo wtedy jeszcze kanału nie miał i nie był tak rozpoznawalną osobą."
S0aPrA3SxZ0,3 tygodnie temu,@MarekKierzkowski-f9j,Przypomnij mi kto jest prezydentem. Każda ustawa jaka do niego przychodzi nie podpisuje albo umywa ręce odsyłając do Trybunału Konstycujnego tzn pisowskiego. Człowieku przejrzyj na oczy chyba że zaliczasz się do ciemnego ludu i każdą bajkę pisu kupujesz. Pozdrawiam ​ @DGarbaty 
zw0sZ8tXzxI,2 tygodnie temu,@ewaelena1672,Nawrocki nie jest w rządzie. Nie jest politykiem.
SK8j0z_pUgg,1 miesiąc temu,@5906646,"Zwycięzcą jest Mentzen, ponieważ nie brał udziału w tym cyrku."
RNJegyGxwFA,2 tygodnie temu,@idaselinahobbs9031,Wspanialy pomysl. Jestem za. 💪
P1VIeoKuv3k,1 dzień temu,@mas-h5o,Trochę Stanowski był za delikatny :)
2kcDXBHBFQ0,2 tygodnie temu,@SalvePoland,2:45:50 komuna i ekonomia? Dwie sprzeczności
U0Wu6Yj8It8,1 miesiąc temu,@Szelestek,"Oj chyba pracowity dzień przed wami, nie zdziwię się, oglądając obecnie ""debatę"" w Republice, jeśli kolejny film wjedzie jeszcze dziś ;d"
ndNaCDxoRdo,3 tygodnie temu,@kaspianmatecki1770,@mikemike8124  bo powiedział że chce taniego gazu z Rosji i normalnych stosunkow? To źle?
EXGQSbG5CVg,8 dni temu,@karolinamatyjaszkowicz1908,"I Zandberg też  wypadł lepiej, nawet Hołownia"
P9i0WWOhVRg,4 tygodnie temu,@SebastianOlszewski-i9b,❤❤❤❤❤❤
Z6oHTJw6EZ8,1 miesiąc temu (edytowany),@agnieszkap.7251," @BboyMilkoRTG  Raczej pan Bartosiewicz uwypuklił swoje słabe punkty. z Pana komentarza wynika, że debata to dla Pana brak podstawowego szacunku a szacunek to trzymanie za rączkę… napewno chciał Pan to tak przedstawić ?"
VMmhsHJ69To,2 tygodnie temu,@KrzysztofKopec-bo5vf,dobrze by było ale czy to lewactwo do tego dopuści zawsze mogą zrobić wariant RUMUŃSKI
hDemaLdJbr4,2 tygodnie temu,@ninjatoon,Mieszkania z tanimi czynszami. Pyszne. Mnie przez 10 lat czynsz w moim prywatnym mieszkaniu wzrósł już prawie o 100%. Z czego pewnie z 70% przez ostatnie 2 lata.
hMiniaOlEqM,1 miesiąc temu,@MateuszPalczynski-u9o,Sławek Toruń będzie stolica!
zw0sZ8tXzxI,2 tygodnie temu,@karinag5522,"Rafal Trzaskowski taka pogarda obdarowal wiekszosci a pozniej mowi ze chce byc prezydentem wszystkich Polakow ,a z Bieniak musieli sie ugadac bo spijali sobie z dziubkow"
H73KlhOd4hI,2 tygodnie temu,@jolantamistrz6489, @MrKovalius  Otrzymała wędkę.
t9uEk-xqlOI,1 miesiąc temu,@Hana-gu7pt,Naprawdę!!!🤪🤡Rosji???podaj nazwisko nauczyciela historii😂
4XUDk5wIarU,19 godzin temu,@Lilja13-a," @Galkan  
Zniknie na zawsze!!!!!"
Vx5_YGvyhgY,3 tygodnie temu,@MrShivty,To się pale nie mieści :D
Z89Qq74Fs00,1 miesiąc temu,@EwaP.-me4uf,"Wszyscy wyłapali, ale były lepsze momenty"
S0aPrA3SxZ0,3 tygodnie temu,@MichalKwk,"Zgadzam się w większości, ale opinia lekarza w takim przypadku przy często młodych rodzicach może być bardzo mocno sugestywna i tutaj potrzeba jest empatii. Mówimy o bezbronnych dzieciach, które w ciągu chwili mogą stracić możliwość życia przez naszą decyzję pod wpływem sugestii lekarza/ginekolozki. Bardzo ciężki temat. Najbardziej w tej całej historii oprócz dziecka, szkoda mi rodziców. Mam nadzieję, że nie wyleje się na nich hejt."
GIwff4nP6LU,1 miesiąc temu,@kasiamanful3254,"Ojoj....cos tu sie nie zgadza, p. Ewo. Tam jest wiecej niz 2 kandydatow, a Trzaskowskiego nie bylo 😊"
VMmhsHJ69To,2 tygodnie temu,@KrzysztofKopec-bo5vf,NIEMCOM co partia karze  to robią tak jest od czasów bismarka   i nic się nie zmieniło
WP7EjE9zkUY,1 miesiąc temu,@krystynaklimek,Chyba dostal dobra forse. Skandal zachowanie tv i ochraniarzy tuska.
zw0sZ8tXzxI,2 tygodnie temu,@SS-pt1bu,2ga tura powinna byc pomiedzy Nawrocki vs Mentzen 😊 tak wlasnie
jn8vgVIm_cw,1 dzień temu,@RobertKubica-fk3wv,Stanowiski pięknie to ujął
zw0sZ8tXzxI,2 tygodnie temu,@nero9898,"​ @DawidKu-m6o co mieli ich rozdzielać?
Elegancki wyszło.
W czasie rozmów i sprzeczek wychodzi kto jaki naprawdę jest"
Bo_BY3jPsSY,2 tygodnie temu,@bogusawakochanek4551,"PTrzaskowski jednego nie potrafi ukryć , pogardy dla przeciwników politycznych  i dla  ludzi z nizin społecznych . Pogarda u niego jest szczera , dobrze że jej nie ukrywa ."
lAHMaD_cD1g,1 dzień temu,@wandazawada8446,"Tylko dr Artur Bartoszewicz na głowę państwa Polskiego.. Jedyny na te chore czasy, .demokracja bezpośrednia władza w rękach narodu polskiego ❗🇵🇱💪."
WuLUnOLbiNw,13 dni temu,@WiesławBaszowiecki,Setki razy to mówił w programie Musisz to wiedzieć. 🤔
bvlzQvdgqLU,1 dzień temu,@Bernard_Gui,@joannadziurska  Miłego dnia
H73KlhOd4hI,2 tygodnie temu,@nottgri," @thesejm8403  No mówili w telewizji, a RossTV przecież nigdy nie kłamie. Cziestnoje słowo, tawariszcz."
wOXzDbCathM,2 dni temu,@AnnaMatusiak-s2l,"Trzask9wski nadaje się na Prezasa Firmy Princo Polo.Nie nerwytrzyma na wodzy, a o mieszkaniach to klamie"
hDemaLdJbr4,2 tygodnie temu,@zurom999,"@yrisirtis2259 chyba widzieliśmy inną debatę, zdenerwowany, obsrany, na koniec odszedł od pulpitu nie chcąc słuchać co ma do powiedzenia braun. ogólnie to chyba żartujesz z tym komentarzem albo jesteś botem."
D-LSi_fUaK0,2 tygodnie temu,@daron4216," @adamlewicki9836  Myślę, że to Brauniści bedą płakać, że wybory ustawione po 18 maja. Średnio co 5 lat macie te lamenty bembeńskie."
O8oRXBDcQZs,4 dni temu,@MoniaStrike,"Nawrocki zobowiązał się piśmie do opieki nad Panem Jerzym, do zapewnienia mediów i jedzenia, a od kilku miesięcy Karolek nie wiedział że Pan Jerzy jest w DPS - tak się opiekował!! ale najbardziej zadbał o swoje koryto +   to jest mentalność prawdziwego ""PISowskiego Polaka"", z jednej strony śpiewać 3 zwrotki hymnu, z drugiej strony dbać tylko i wyłącznie o swój portfel, opiekunka opowiadała jak Pan Jerzy siedział w domu bez ogrzewania głodny i ubogi - tak zadbał o niego wasz ""krystaliczny karolek Nawrocki"" - PROKURATOR zajmie się teraz Panem Karolkiem"
ISw__a8Xqv8,1 miesiąc temu,@preczzcenzuraglobalistowtv8659,tak jest tylko Maciej Maciak!!!
H73KlhOd4hI,2 tygodnie temu,@patrys2450,panie Hołownia niech pan się nie kompromituje już ;)
g2FOrz3soaA,1 miesiąc temu,@Telewizja_Republika,"Pobicie dziennikarza przez ochroniarzy Trzaskowskiego. Obdukcja potwierdza przestępstwo!
Więcej: https://tvrepublika.pl/Polityka/Wyniki-obdukcji-po-ataku-ochrony-TrzaskowskiegoTo-przestepstwo/186478"
G7Rusqg2LqY,2 tygodnie temu,@szczurex9221,nawrocki: tusk tusk tusk. nie wypadl dobrze.
WuLUnOLbiNw,12 dni temu,@Za5XII,"@fnifiks9930 Widzisz chodzi o to że ludziom mówi się 4.7%PKB i nawet niewiedzą ile to jest % budżetu państwa, a tak naprawdę wydajemy prawie 30% budżetu."
VUYpDca39E8,2 tygodnie temu,@allipinski-rx6pp,już się boi... trzask go nie ułaskawi...
QPJ-binnO1g,13 dni temu,@tomasz.7716,Trzaskowski to jedna wielka hipokryzja.
ITOoSsfuYY0,2 tygodnie temu,@scolder846, @TheHeadliner95  A ty na kogo głosujesz?
nj3C4Z7KrWg,2 tygodnie temu,@Nr.1Pan_Staszek,...Idziemy na wybory ALE TYLKO aby wybrać Pana Grzegorza Brauna na Prezydenta❕❗Inaczej NIE IDZIEMY na WYBORY aby tylko wybrać NOWEGO AGENTA na obcego Polsce pRezydenta ❕❗🤴🏻🤴🏽🤴🏿
k2ldqZg_5ac,4 tygodnie temu (edytowany),@wiolettamoralewicz6341,@elzbietakarlinska3293  a gdzie wy wszyscy pasujecie???Ujarzmic was i to jest rachunek na durnote
30dDnzGc3ag,1 miesiąc temu,@mrjaqb822,Nie wierze w żadne jego słowo
gE0laXVB0qw,4 dni temu,@ASLOHORACY,"wspolczuje twojego IQ - jak uwazasz ze konczeniem odpowiedzi, to rozwiniecie wstepu do odpowiedzi it to jest merytoryczne,  jeden zadaje pytanie i nie docieka by je odpowiadajacy dokonczyl odpowiadac, a odpowiadajacy popada za kazdym razem w dygresje, odbijajac od tematu, by NIE odpowiedziec jasno zwiezle na pytanie Merytoryka na poziomie, salatki"
L8kqGzbmu6E,3 tygodnie temu,@Willy-g1w,"Ale cyrk z tęczową flagą. Zajmijcie się wreszcie tym, co ważne! Służba zdrowia, żeby każdy mógł pójść do lekarza państwowo a nie prywatnie. Człowiek nie dożyje do tej emerytury w tym kraju, jak nie ma pochodzi z bogatego domu."
Vx5_YGvyhgY,1 miesiąc temu,@annamajchrzak7459,"obiektywizm pana Stanowskiego,to kpina; jego powiązania z poprzednią władzą nie są tajemnicą; nic za darmo się nie robi;"
mDGdhM32fPE,4 tygodnie temu,@przemyslawwicia94,Witczak 😂😂😂😂😂😂😂😂😅😅😅😂😂😂😂😂😂😅😅😅😅😅😂😂😂😂😅😅😅😅😅😅😅
fET8Eqgq6b8,4 tygodnie temu,@Suchy19994m,I bardzo dobrze. To Prorosyjski gad.
uBHyjpWUnZQ,1 miesiąc temu,@pol3829,Tematy dla idiotów i motłochumA tymczasem Maciaka nie wpuszczono gdyż mówi prawdę kto zarządza Polską i politykami.Koncerny z Wall Street!!!!!
drhIr2sYbzU,1 dzień temu (edytowany),@andrzejkurz1159,"Stanowski najbardziej nadaje się na prezydenta. Problem w tym, że nie mogę mu zaufać (lubi kasę :). Zaufać mogę w miarę Braunowi choć się z nim nie zgadzam. Na kogo głosować? Wybór pięknego Lola - Trzaskowskiego - to koniec z nami. Ciekawe, że nie było dyskusji na temat wymiaru sprawiedliwości - sądy są bardziej chore niż NFZ. Trzaskowski ludzie starzy EUTANAZJA. Nawrocki ludzie starzy DPS. WYbierzcie właściwie :))))"
Bo_BY3jPsSY,13 dni temu (edytowany),@ewaewa8691,"Ja  to mam wywalone zastnwiam sie tylko kedy na Biaotuś trzeba bedzie emigriwac. hehehe kominek odpalić. Komedia na skalę ...heihiUciekajta bo za tłą granicą  woda powietrze  deszcz,owka za darmo hehehheh....... mozna palic drzewem heehhhhe"
qiMP6HlnaXQ,2 tygodnie temu,@zikzag8387," @ewa1269   To koncepcja unii, pod którą podpisał sie PiS."
L8kqGzbmu6E,1 miesiąc temu,@KAPALONDON,"Takiego cyrku to nie było nigdy. Dobrze że był Stanowski, który obnażał tych żałośników"
kNOy3z2kl68,1 miesiąc temu,@michakuczynski3862,"Od 2 tygodni zacząłem nadrabiać zaległości z historii oraz z przekazów innych niż TVN. Jeszcze 2 tygodnie temu wybrałbym kogoś z KO . Teraz nie ma o tym mowy. Zresztą po spotkaniu Pana Brauna w Kanale Zero nie mam już wątpliwości . Myślałem , że media poza głównym nurtem są stronnicze ale okazało się , że tak nie jest . Będę namawiał i pokazywał i tłumaczył moim najbliższym dlaczego Pan Braun jest najlepszym kandydatem . Pchają nas w objęcia wojny , zadłużają nasz kraj utrzymując socjalnie miliony Ukraińców, oddają sprzęt wojskowy oslabiajac naszą armię  i dostajemy jeszcze informacje , że Ukraińcy tym handlują , rząd Polski  oddaje kompetencje do Brukseli dotyczące wielu kluczowych kwestii i dodatkowo nas chcą zadłużać ,przyjmują na potęgę osoby spoza naszej strefy kulturowej o zielonym lądzie nie wspomnę bo przy tych problemach wymienionych wcześniej to mały miki. A ha jeszcze pretensje Żydowskie . To jest mega problem, który raz na zawsze należy zakończyć . Dzięki Polakom Naród Żydowski przetrwał więc żadnych roszczeń , żadnych socjalnych kwesti dla Żydów - ktrorzy zachowują się zaraz po umiejscowieniu się na ziemiach historycznych zaczęli niekończące się ludobójstwo na Narodzie Palestyny. Warto też przypomnieć genezę interwencji Rosji w 2014 roku i 2022 roku . Mało kto ten problem porusza. Więc w największym skrócie miało NATO nie być poszerzane i co ? Putin mówi o tym wprost do kamer. Rosja dostała pretekst do odzyskania kolebki swojej państwowości . Dochodzą do tego Rosjanie , którzy tam mieszkają oraz na ziemiach obecnie okupowanych. Jak wynika z doniesień ONZ w ostatnich latach ( tutaj nie wiem jaki okres jest brany pod uwagę ale przyjmijmy 1991 r) ginęła ludność rosyjską zamieszkująca na terenach obecnej Ukrainy . Akty zbrodni przypisywane są grupie AZOW i innym nazistowskim  banderowskim ugrupowaniom. Pan Miller wspomniał o 16 tys. !!!!!. Dlaczego tak wielu Ukraińców nie chce bronić własnej ojczyzny ??? Może dlatego , że wiedzą , że to nie jest ich wojna. Sprawa Wołynia nadal nie uporządkowana !!! Nadal stawia się pomniki banderowcom i uważa się ich za bohaterów !!! Pan Miller w 2015 r ostrzegał . Tutaj link https://www.facebook.com/share/v/1F5ihgPpRA/?mibextid=wwXIfr"
2kcDXBHBFQ0,4 tygodnie temu,@frytas63,dobra bo nie chce mi sie na to patrzec alle bonżur był?
uoNr-izIr0o,2 tygodnie temu,@RadosławPluta,Fajnie że zebraliscie te prawdziwe wypowiedzi w jeden filmik. Dzięki ! Mój kandydat Grzegorz Braun. 👍
DvfAxhFLBFA,1 dzień temu,@nataliakozowska2770,Nie będzie Polski..bo juz jej prawie nie ma
NJDvzZ2xwWc,1 dzień temu,@BID3,twardy elektorat to wytrzyma 😂😂😂 jeszcze bedą chwalić jak nowocześnie❤❤ tylko PoPisiory🎉
hDemaLdJbr4,10 dni temu,@Franekgra-n8g,A jakibiak sobie nagrywa xd i na telefonie siedzi zenada
fJLUr1MVQxY,2 tygodnie temu,@jedenzet,Mentzen 2025
G7Rusqg2LqY,2 tygodnie temu,@MyCzesio1,"Zdecydowanie najlepsza debata. SE w końcu zrobił coś co można nazwać debatą, gdzie kandydaci zadają sobie wzajemnie pytania, a nie odpowiadają jak na klasówce. Jedyny minus tego formatu, że przy takiej ilości kandydatów jest męcząca"
AB5A2kMUpEo,1 miesiąc temu,@halinakoszowska145,"Jeżeli dalej nikt nie rozumie że Konfederacja czeka na  połączenie się z   partią pis,to jest naiwny.Manipulatorzy i karierowicze.Malutkich już Polacy mają dosyć"
zchQKkgU2C4,2 tygodnie temu,@ŁukaszMAT-i3u,Tytuł filmu.sprzedawczyki z psychiatryka
MimBD-NNBFs,1 miesiąc temu,@Mateusz-b4r,Karol Nawrocki zupełnie bez sensu grany nawet ani trochę go nie przypomina
HU_tOLI2Hvc,13 dni temu,@sanproekt,@ kim? Białorusinem czy Ruskim?
2K0MIRUzPwI,11 dni temu,@PaweNowinski,Mądry człowiek  Braun
qph77vdhIaI,1 miesiąc temu,@klekot53,Tylko Karol Trzaskowski!
qph77vdhIaI,1 miesiąc temu,@kafi8919," @maciejkrzepien7473  tu już chyba nie ma co tłumaczyć, jak ktoś się z rzeczywistością rozmija do tego stopnia jak Pan, ale spróbuję.
Dlaczego Trzaskowski z Tuskiem ma decydować z którymi kandydatami chcą rozmawiać. a z którymi nie, i jakie telewizje mają być obecne na debacie? Coś mnie ominęło i wafel został ogłoszony ostatnio królem?"
xCyfQyPLHCs,1 dzień temu,@janveturilo,Zamiast dać klapsa w tyłek lepiej dać zastrzyk w serce z chlorku potasu.
SK8j0z_pUgg,1 miesiąc temu,@arkadiusztomasiewicz,"Uśmiechałem się słuchając, ale przy Gollumie po prostu zacząłem ryczeć ze śmiechu."
4XUDk5wIarU,4 dni temu,@jessicanowacka6639,"Tylko Grzegorz Braun prezydentem Polski. Jedyny, który myśli po Polsku i serce ma polskie. Reszta teraz dla potrzeb wyborów zaczęła gadać Braunem."
ZkbSLivuog8,2 dni temu,@ef4638,"@MI-yg8sk od 2009-2017 pracował dla IPN, pozniej do 2021 Muzeum II wojny światowej, następnie powrót do IPN jak prezes...niebanalne stanowiska, nawet prestiżowe, myśli pani że ze minimalną stawke za godzine, kurze scierał w tym muzeum? która część zalicza się do tych nie zamożnych etapow zyciowych????  
i dlaczego w efekcie końcowym tej wielkiej pomocy  człowiek  ląduje w domu opieki? 
No to się kupy nie trzyma. Najeździł się, pozwiedzał, fotek sobie narobił (bo co innego w 8 sekund można załatwić) i tyle"
Z89Qq74Fs00,1 miesiąc temu,@romanl2608, @mok3be  to bylo piekne ....... stawiam piwo i głos na Stanowskiego......
zw0sZ8tXzxI,2 tygodnie temu,@Dzik_streetlifting,Dalej nie usłyszałem odpowiedzi kiedy z biednych inżynierów zrobili się najeźdźcy i wojna hybrydowa
2P4Bm_irS4s,2 tygodnie temu,@betim596,Brawo dla pana posła Brauna za odwagę i opanowanie ❗❗❗🇵🇱🇵🇱🇵🇱
p4ukw7Mhm5s,10 dni temu,@jimmymaj75,Wypad z baru Żydzi
XA85sfEWnXo,4 dni temu,@piotrsowa1948,A gdzie Maciak. Przez was będę na niego głosował.
-JH9onEuq9M,6 dni temu,@HeniekZet,"​ @Lims-a  nie wiedzieliśmy, że aż takim wyrachowanym."
hK8lGMkQKZk,4 dni temu,@Pompastic9,"I dlatego, zostaje Braun"
EpUhR6x10Ww,4 tygodnie temu,@cyc669,@ irytacje i złość to zapamiętałem
drhIr2sYbzU,1 dzień temu (edytowany),@prawusekson,Martwiłem się że coś Ci się stało. Dzięki Bogu to tylko komp.
vjf3BzpqDAk,12 dni temu,@jerzyr3649," @sebajankowski5008  jaki ""król""
Toż on jest człek o miernym intelekcie, nie potrafiącym zamaskować kłamstwa do tego klaun a nie król !
Król to tytuł dla szlachetnych... choć szczury podobno mają swego ""króla"" i go szanują!
Klaun i Królem go nazwać?!  To jak obsrać tytuł, upodlić atrybut!"
HU_tOLI2Hvc,13 dni temu,@blabla1980,Jestem pod wrażeniem erudycji Bosaka za każdym razem gdy Go słucham 👍
af28AVRIyv4,1 miesiąc temu,@aseretnefre1425,"To żadna debata  !!!
Ustawka i cyrk.!!"
ndNaCDxoRdo,4 tygodnie temu,@BoomerBatalion,ma rację
OJV7d4WEYq0,1 miesiąc temu,@EwaKizia,Brawo Nawrocki kolorowy po swojemu
DNJ2CQ7D-84,12 dni temu,@Edward-t8e,Wszyscy  Polacy na Brauna  głosują
fmZDMUajWto,4 tygodnie temu,@rozaliamach3821,"Mam to samo... strasznie się zawiodłam na Panu Stanowskim.  Obiecał nam, że nie będzie jak oni wszyscy a sam zdecydował kogo nam będzie pokazywał a kogo nie😢"
Ty4lnOFWtl8,13 dni temu,@arkadiusz3685,dobrze że Mentzen pokazywał to na filmikach na smartfonie bo tak to Oni by mówili że nic takiego nie mówili 😅
cbKiPt0w7uY,1 miesiąc temu,@EK-ro5cc,🤦
vQD_ym0qbWo,1 miesiąc temu,@MagdaMS-uq2ji,Szczujnie reprezentują wpisy  tego kanału Dość tego Należy zacząć nazywać prawdę po imieniu
9evQ1IszSVY,1 miesiąc temu (edytowany),@RyleeSchaefer-c2t,"Trzaskowski.. ale piękna katastrofa.... Giętki ten kręgosłup, bardzo giętki. Brawo dla Stanowskiego. Stop kłamstwu i obłudzie polityków..."
VUYpDca39E8,4 tygodnie temu,@WiesławP-o1n,jaka telewizja jacy redaktorzy taka dekoracja a  Jakubiak  jak zwykle użył swoiej inteligencj  in minus
YMg-Jx7eoZo,1 miesiąc temu (edytowany),@rickyturley8438,"Senyszyn...... 😱 Ta osoba kandyduje na Prezydenta Rzeczpospolitej polskiej 🇵🇱....  ??? 

Mam wrażenie że przybyła z Tworek, Kobierzyna , Srebrzyska, Komorowa lub z jakiegoś kabaretu...."
XA85sfEWnXo,4 dni temu,@lechpils5819,cwaniaczek bez poparcia hahahah
Z6oHTJw6EZ8,1 miesiąc temu,@elmartino3408,"dokładnie, teraz nagle się nawrócił 😂"
Bo_BY3jPsSY,2 tygodnie temu,@klejnotnilu007,Japa pisowski trollu xD
VMmhsHJ69To,2 tygodnie temu,@mariusztynik5518,49 ośrodków imigracyjnych !!!
K4g_S65Yg-0,1 dzień temu,@zofiajastrzebska568,"​ @angelsancz  Nie zlikwiduje... będzie wygaszał, aż ostatni emeryci, płacący składki ZUS odbiorą emeryturę. Młodzi będą ubezpieczać się inaczej."
YqfC1PvZtPg,4 tygodnie temu,@vaerlintahar8814,"Ale jest jedna prawda.... Nie było Trzaskowskiego, ani nikogo z KO i jakoś ta debata nie była takim badziewiem. Jeszcze jakby nie było albo Mentzena na którego planuje zagłosować, albo Hołowni to by wgl atmosfera była jak na spotkaniu z kolegami. Normalna rozmowa, a nie ta wiecznie zawieszona i gęsta atmosfera. Stanowski i Senyszyn rozluźniają te atmosfere. xd"
Vx5_YGvyhgY,3 tygodnie temu,@grzegorzmadej1299,Mega robota💪😀👍.
Bo_BY3jPsSY,2 tygodnie temu,@karollipiec7866,​ @katarzynanowacka5133 Bo tak samo jak Polacy mieszkający w Polsce mamy polskie paszporty i prawo wyborcze! Bo w Polsce mieszkają Nasze rodziny i zdecydowana większość z Nas chce wrócić do Polski! Bo chcemy wrócić do kraju gdzie możemy godnie żyć...
BPCqlDZinOg,1 dzień temu,@bonsai4550,Tu toczy się gra o przetrwanie Narodu polskiego a ty myślisz tylko o kopalniach. Najeźdźcy i Islam to jest problem!!!
VMmhsHJ69To,2 tygodnie temu,@chciwy_wiedzy,Braun go zjadł... 😅
ndNaCDxoRdo,1 miesiąc temu,@Dawbor-f7i,"@saniflorida5003  Dokładnie to między innymi jego plan, robi z siebie ostatniego sprawiedliwego a to zwykły handlarz bez kręgosłupa moralnego. Ciekawe czy wywiąże się z obietnicy i zaprosi do studia p. Maciak? Pewnie wtedy będzie musiał mieć pomoc swojego wspólnika kolejnego krętacza bo sam nie da rady."
PC2lqAnXzvA,1 miesiąc temu,@blueocean8569,​ @mateuszwiernicki2132 A Adi to kim był? Lewicowcem ?
ssbRjaEMaYs,4 dni temu (edytowany),@darekoczko-b3f,"Ale ze względu na program zamknięcia szpitali czy że na swoją arogancję względem biednych, czy też na swòj elektorat młodych, głupich pracujących od piątku do poniedziałku ku chwale narodu wybranego, ktòry to on tak bardzo bezcześci, tzn. ten naròd dla ktòrego pracujemy?"
VMmhsHJ69To,2 tygodnie temu,@danutach9133,Raczej chory
Vx5_YGvyhgY,1 miesiąc temu,@kinimodmokido8093, @takiecary haha ciągnij się tam
xCyfQyPLHCs,1 dzień temu,@hannamaria2749,i aborcja na zyczenie dla tych kobiet co teraz tak jak biejat powiedziala boja sie miec dzieci bo aborcja jest zakazana ...
drhIr2sYbzU,1 dzień temu,@gw9275,Pusty kufel z przerwami 😂
ozmc8Wx_I2E,4 tygodnie temu,@WaldemarWaega,Żenada!!!!!!
T_LFcO6caI4,2 dni temu,@Grze-g4z,"Panie Krzysztofie ma Pan nabiał jak nikt w Polsce, szacun"
Bo_BY3jPsSY,2 tygodnie temu,@klejnotnilu007,Dłużej formułki klepał xD
RNJegyGxwFA,2 tygodnie temu,@monadoman3103,@ Lepiej późno niż wcale :)
VxLAIVZZe8I,4 tygodnie temu,@silesiapelszyk4107,On nie jest emocjonalny. On jest po prostu prymitywnym krzykaczem.
EXGQSbG5CVg,7 dni temu,@klodka1,"Jestem z Olsztyna, zakupy alkoholowe po 22 na obrzeżach miasta to fakt. Kupowanie na zapas przed 22 jest normą. Taka prohibicja po 22:00 to tylko pudrowanie rzeczywistości. Jedynym pozytywnym efektem być może są zmniejszone zbiorowiska urzędujących pod sklepami wieczorem pijaków. Wywiad mi się podobał, dobrze przygotowane pytania."
jn8vgVIm_cw,1 dzień temu,@IvoBożęta,"Gdybym miał dwa, to ten drugi oddałbym na niego."
wohYXbyEgqs,1 miesiąc temu,@baldur761,Tylko dr Artur Bartoszewicz 😀
CuCuGOvaOyk,5 dni temu,@jolantabugzel8751,"Grzegorz Braun, to najlepszy kandydat na prezydenta RP i niech tak się stanie, niech tak będzie"
30dDnzGc3ag,1 miesiąc temu,@twardychlop8680,i co kamil z ameryki muwil ze zostano uniewinioni
P1VIeoKuv3k,1 dzień temu,@Cataleya.w,"oglądam i aż mi się nie chce wierzyć w to co słyszę, Trzaskowski po debacie - piękny widok... tyle czasu na pokazanie jego fantastycznego przemówienia - a Nawrocki - oczywiście przez jakąś pseudo dziennikarkę zaatakowany i zapytany o co? o mieszkanie. Śmiech na sali. Podliczcie rząd wiceprezesa Trzaskowskiego ile oni pieniędzy ukradli z naszych kieszeni ! I niech się tłumaczą, a politycy niech oddadzą pieniądze chociażby z tych kilometrówek. 
Dla mnie jedyni konkretni to Zandberg, Bartoszewicz i Woch taka prawda. Mam nadzieję, że kiedyś Polską będą Polską rządzić właśnie takie osoby, tego Nam życzę."
kNOy3z2kl68,1 miesiąc temu,@JozefaKrzywy,"Uważam, że państwo powinno sponsorować te kierunki studiów, które są potrzebne w gospodarce ( matematyka, fizyka, chemia, informatyka ) i usługach dla społeczeństwa np. opieka .lekarska   opieka paliatywna itp. ponadto należy kształcic specjalistów w szkołach zawodowych i technikach. Za dużo jest osób wykształconych bez kompetencji."
rSb10kvikfo,1 miesiąc temu (edytowany),@soraja8905,"Ale tu nie chodzi o to, że mógłby czy nie mógłby zdążyć, tylko o traktowanie uczestników debaty w niedopuszczalny i ośmieszający sposób. P. Mentzen z pewnością by zdążył gdyby tylko CHCIAŁ tam być, ale szanuje siebie wiec NIE chciał uczestniczyć w tej szopce."
Vx5_YGvyhgY,3 tygodnie temu,@iganowak4386,Król jest nagi! 😂😂😂😂 Dobrze jest Panie Stanowski! Ludzie choć mają ubaw i wreszcie niektórzy może zobaczyli w jakiej hucpie biorą udział jako bezmózgie owce do golenia...  Dzięki ❤😂👍
